Stopping place,total_trains,total_delay_minutes,avg_delay_minutes,unique_trains,delays_above_5min,delays_above_15min,pct_delays_above_5min,pct_delays_above_15min,Unnamed: 0,Station,Avg number of travelers in the week,Avg number of travelers on Saturday,Avg number of travelers on Sunday,avg_weekday_travelers,delay_times_1000_travelers,degree_centrality,bottleneck_score,bottleneck_rank
EDINGEN,302,546.635,3.62,62,32.0,10.0,10.6,6.29,0.0,EDINGEN,1000,300,250,1000,1093.27,0.12342079689018465,2.029276227266232,65.0
EEKLO,35,16.7,0.95,7,1.0,0.0,2.86,0.0,143.0,EEKLO,820,326,211,820,27.39,0.021379980563654033,-2.853523039485644,541.0
EICHEM,149,198.915,2.67,30,10.0,2.0,6.71,2.68,144.0,EICHEM,93,24,21,93,37.0,0.0456754130223518,-0.8779578742471409,341.0
EINE,120,60.085,1.0,24,2.0,0.0,1.67,0.83,145.0,EINE,491,107,64,491,59.0,0.03304178814382896,-2.61416395079022,520.0
EKE-NAZARETH,120,89.565,1.49,24,3.0,0.0,2.5,0.83,146.0,EKE-NAZARETH,417,90,68,417,74.7,0.052478134110787174,-2.19055784796263,480.0
EKEREN,178,276.7,3.11,37,16.0,2.0,8.99,2.81,147.0,EKEREN,1206,286,285,1206,667.4,0.09426627793974733,0.37801492576032547,187.0
ENGIS,192,217.735,2.27,39,13.0,1.0,6.77,1.04,149.0,ENGIS,175,33,36,175,76.21,0.09620991253644315,-0.21710092109855325,253.0
EPPEGEM,547,506.275,1.85,112,27.0,2.0,4.94,0.91,150.0,EPPEGEM,871,131,119,871,881.93,0.282798833819242,2.93594271306013,52.0
ERBISOEUL,294,436.75,2.97,60,23.0,4.0,7.82,2.38,0.0,ERBISOEUL,1000,300,250,1000,873.5,0.12050534499514091,1.0794117830749705,111.0
EREMBODEGEM,276,232.465,1.68,56,8.0,1.0,2.9,0.72,152.0,EREMBODEGEM,1001,263,218,1001,465.39,0.12147716229348883,-0.5832857342936618,296.0
ERNAGE,291,431.415,2.97,60,27.0,6.0,9.28,3.78,153.0,ERNAGE,107,25,22,107,92.32,0.13411078717201166,1.5236341832385087,89.0
ERPE-MERE,48,20.92,0.44,10,0.0,0.0,0.0,0.0,0.0,ERPE-MERE,1000,300,250,1000,20.92,0.001943634596695821,-3.6762583226991135,599.0
ERPS-KWERPS,706,999.665,2.83,147,68.0,12.0,9.63,3.26,155.0,ERPS-KWERPS,289,50,54,289,577.81,0.3848396501457726,6.490956086855916,21.0
ERQUELINNES,47,19.79,0.84,10,0.0,0.0,0.0,0.0,156.0,ERQUELINNES,197,93,114,197,7.8,0.023323615160349854,-3.5019421488386726,583.0
ERQUELINNES-VILLAGE,76,49.715,1.31,16,0.0,0.0,0.0,0.0,157.0,ERQUELINNES-VILLAGE,42,11,9,42,4.18,0.019436345966958212,-3.3593148784288682,567.0
ESNEUX,144,176.085,2.45,29,8.0,1.0,5.56,1.39,158.0,ESNEUX,176,60,78,176,61.98,0.052478134110787174,-1.1699167560588337,386.0
ESSEN,121,128.265,2.12,25,4.0,1.0,3.31,1.65,159.0,ESSEN,1668,491,442,1668,427.89,0.05928085519922255,-1.8516019008771112,447.0
ESSENE-LOMBEEK,135,73.95,1.1,27,2.0,0.0,1.48,0.0,160.0,ESSENE-LOMBEEK,327,67,56,327,48.36,0.056365403304178816,-2.37695483717568,499.0
ETTERBEEK,671,903.26,2.69,139,63.0,7.0,9.39,2.09,161.0,ETTERBEEK,7924,819,693,7924,14314.86,0.29737609329446063,5.680579536721828,27.0
EUPEN,30,5.06,0.34,6,0.0,0.0,0.0,0.0,162.0,EUPEN,560,582,420,560,5.67,0.019436345966958212,-3.6330738021719324,595.0
EVERE,406,538.485,2.65,84,30.0,2.0,7.39,0.99,163.0,EVERE,690,48,31,690,743.11,0.15451895043731778,1.9106250705784658,68.0
EVERGEM,80,55.91,1.4,16,3.0,0.0,3.75,0.0,164.0,EVERGEM,351,52,76,351,39.25,0.021379980563654033,-2.36841677965003,497.0
EZEMAAL,321,419.44,2.61,68,27.0,2.0,8.41,1.25,165.0,EZEMAAL,233,114,81,233,195.46,0.1467444120505345,1.5228515246914853,90.0
FAMILLEUREUX,144,127.175,1.77,29,6.0,0.0,4.17,0.69,0.0,FAMILLEUREUX,1000,300,250,1000,254.35,0.05053449951409135,-1.6148743745732907,437.0
FARCIENNES,227,353.64,3.12,52,20.0,4.0,8.81,3.52,167.0,FARCIENNES,165,25,25,165,116.7,0.11661807580174927,0.8504637051571499,133.0
FAUX,131,73.835,1.13,29,2.0,0.0,1.53,0.0,168.0,FAUX,153,23,20,153,22.59,0.07968901846452867,-2.1851284127355166,478.0
FEXHE-LE-HAUT-CLOCHER,156,136.875,1.75,33,7.0,2.0,4.49,1.92,0.0,FEXHE-LE-HAUT-CLOCHER,1000,300,250,1000,273.75,0.05344995140913508,-1.4409118271260062,425.0
FLAWINNE,214,235.965,2.21,48,15.0,2.0,7.01,1.87,170.0,FLAWINNE,70,8,4,70,33.04,0.10884353741496598,0.07503615958480861,220.0
FLEMALLE-ANNEXE,119,74.065,1.24,24,2.0,0.0,1.68,0.0,0.0,FLEMALLE-ANNEXE,1000,300,250,1000,148.13,0.029154518950437316,-2.6234040715383564,522.0
FLEMALLE-GRANDE,198,176.385,1.78,40,10.0,0.0,5.05,0.51,171.0,FLEMALLE-GRANDE,91,29,22,91,32.1,0.119533527696793,-0.4981951568045081,285.0
FLEMALLE-HAUTE,255,242.7,1.9,52,14.0,0.0,5.49,0.39,172.0,FLEMALLE-HAUTE,1198,354,294,1198,581.51,0.119533527696793,-0.01737805291901609,231.0
FLEURUS,133,67.1,1.01,29,1.0,0.0,0.75,0.75,173.0,FLEURUS,420,168,139,420,56.36,0.06316812439261418,-2.5235417804259397,514.0
FLOREE,177,157.375,1.78,37,8.0,2.0,4.52,2.26,0.0,FLOREE,1000,300,250,1000,314.75,0.08066083576287658,-1.0771152555666956,368.0
FLOREFFE,216,299.06,2.77,50,19.0,2.0,8.8,1.85,174.0,FLOREFFE,169,35,31,169,101.08,0.08066083576287658,0.40430497249871455,181.0
FLORENVILLE,74,65.75,1.78,15,3.0,0.0,4.05,0.0,175.0,FLORENVILLE,160,57,146,160,21.04,0.008746355685131196,-2.4094031590190452,502.0
FLORIVAL,177,93.7,1.06,37,2.0,1.0,1.13,1.13,176.0,FLORIVAL,93,9,10,93,17.43,0.07677356656948493,-2.078633729272687,466.0
FONTAINE-VALMONT,82,55.14,1.34,17,0.0,0.0,0.0,0.0,177.0,FONTAINE-VALMONT,78,27,26,78,8.6,0.029154518950437316,-3.241983066655772,559.0
FORCHIES,187,212.1,2.27,38,10.0,4.0,5.35,4.28,178.0,FORCHIES,134,32,24,134,56.84,0.08843537414965986,-0.6725715372059841,306.0
FORRIERES,111,112.66,2.03,23,8.0,2.0,7.21,3.6,181.0,FORRIERES,37,43,13,37,8.34,0.05053449951409135,-1.0204154809901114,359.0
FRAIPONT,241,287.725,2.39,51,20.0,4.0,8.3,3.32,182.0,FRAIPONT,90,44,35,90,51.79,0.09620991253644315,0.49761939747123607,174.0
FRAMERIES,88,189.36,4.3,20,8.0,2.0,9.09,4.55,0.0,FRAMERIES,1000,300,250,1000,378.72,0.029154518950437316,-0.6894525729429754,309.0
FRANCHIMONT,64,47.65,1.49,13,0.0,0.0,0.0,0.0,184.0,FRANCHIMONT,303,20,18,303,28.88,0.010689990281827016,-3.488077330015633,580.0
FRANIERE,216,335.825,3.11,48,22.0,2.0,10.19,1.85,185.0,FRANIERE,138,31,23,138,92.69,0.08551992225461613,0.8575892556940212,132.0
FROYENNES,194,354.815,3.66,42,24.0,4.0,12.37,4.64,186.0,FROYENNES,863,46,36,863,612.41,0.05150631681243926,1.0681101051418989,112.0
GALMAARDEN,117,249.625,4.27,24,16.0,4.0,13.68,6.84,187.0,GALMAARDEN,354,44,52,354,176.73,0.04470359572400389,0.8220213699277312,136.0
GASTUCHE,177,77.34,0.87,37,2.0,1.0,1.13,1.13,188.0,GASTUCHE,227,20,22,227,35.11,0.07774538386783285,-2.0974906252572323,470.0
GAVERE-ASPER,120,78.075,1.3,24,2.0,0.0,1.67,0.83,189.0,GAVERE-ASPER,508,109,84,508,79.32,0.042759961127308066,-2.501319773321664,510.0
GEDINNE,60,29.315,0.98,12,0.0,0.0,0.0,0.0,190.0,GEDINNE,108,47,112,108,6.33,0.022351797862001945,-3.4380138537640645,577.0
GEDINNE-MARCHANDISES,60,40.54,1.35,12,0.0,0.0,0.0,0.0,0.0,GEDINNE-MARCHANDISES,1000,300,250,1000,81.08,0.015549076773566569,-3.475054847002501,579.0
GEEL,133,157.01,2.36,27,10.0,2.0,7.52,2.26,191.0,GEEL,1686,615,635,1686,529.44,0.043731778425655975,-0.8187065733463192,327.0
GEMBLOUX,317,707.175,2.97,65,42.0,8.0,13.25,3.47,192.0,GEMBLOUX,6738,1591,1736,6738,6353.26,0.1467444120505345,3.3454355456293836,44.0
GENDRON-CELLES,65,27.415,0.84,13,0.0,0.0,0.0,0.0,193.0,GENDRON-CELLES,25,19,18,25,1.37,0.0184645286686103,-3.452579275757896,578.0
GENK,45,11.085,0.49,9,0.0,0.0,0.0,0.0,194.0,GENK,888,715,1422,888,19.69,0.034013605442176874,-3.4345263489637126,575.0
GENLY,83,166.59,4.01,19,6.0,2.0,7.23,4.82,0.0,GENLY,1000,300,250,1000,333.18,0.02040816326530612,-1.2934840601775617,402.0
GENT-DAMPOORT,330,407.19,2.47,66,22.0,3.0,6.67,1.82,196.0,GENT-DAMPOORT,6312,2174,1811,6312,5140.37,0.15160349854227406,1.2524225283669603,105.0
GENT-SINT-PIETERS,844,711.29,1.69,174,36.0,7.0,4.27,1.66,197.0,GENT-SINT-PIETERS,55325,25486,20416,55325,78704.24,0.49271137026239065,7.886919506288092,12.0
GENT-SINT-PIETERS-BUNDELS,1,0.65,0.65,1,0.0,0.0,0.0,0.0,0.0,GENT-SINT-PIETERS-BUNDELS,1000,300,250,1000,0.65,0.0,-3.930318999620809,604.0
GENT-ZEEHAVEN,1,0.95,0.95,1,0.0,0.0,0.0,0.0,0.0,GENT-ZEEHAVEN,1000,300,250,1000,0.95,0.0,-3.9298087223442204,603.0
GENTBRUGGE,330,300.94,1.82,66,16.0,2.0,4.85,1.21,198.0,GENTBRUGGE,460,166,69,460,276.86,0.16909620991253643,0.6555800328173353,151.0
GENTBRUGGE-PERRON C.W.,320,260.26,1.63,64,14.0,2.0,4.38,1.25,0.0,GENTBRUGGE-PERRON C.W.,1000,300,250,1000,520.52,0.16326530612244897,0.3815559024728652,186.0
GENVAL,379,602.885,3.18,79,38.0,6.0,10.03,3.17,199.0,GENVAL,1493,378,391,1493,1800.21,0.20505344995140914,3.0187491078446906,50.0
GERAARDSBERGEN,205,207.45,2.02,42,10.0,2.0,4.88,1.95,200.0,GERAARDSBERGEN,2656,857,711,2656,1101.97,0.1292517006802721,-0.35287677648304683,269.0
GHLIN,294,409.21,2.78,60,22.0,2.0,7.48,1.7,0.0,GHLIN,1000,300,250,1000,818.42,0.10301263362487852,0.7982427951462342,140.0
GLONS,59,25.125,0.85,12,0.0,0.0,0.0,0.0,203.0,GLONS,113,34,29,113,5.68,0.015549076773566569,-3.506920060546906,584.0
GODARVILLE,69,33.51,0.97,14,0.0,0.0,0.0,0.0,204.0,GODARVILLE,110,25,20,110,7.37,0.02040816326530612,-3.4084867302300594,572.0
GODINNE,125,106.74,1.71,25,2.0,1.0,1.6,1.6,205.0,GODINNE,367,135,136,367,78.35,0.03984450923226433,-2.4739219642736923,508.0
GONTRODE,110,90.325,1.64,23,4.0,1.0,3.64,1.82,206.0,GONTRODE,152,49,25,152,27.46,0.023323615160349854,-2.1925427516406697,482.0
GOUVY,65,57.185,1.76,13,4.0,1.0,6.15,3.08,207.0,GOUVY,198,106,120,198,22.65,0.01749271137026239,-1.8589152768195245,450.0
GOUY-LEZ-PIETON,69,31.55,0.91,14,1.0,0.0,1.45,0.0,208.0,GOUY-LEZ-PIETON,109,15,13,109,6.88,0.014577259475218658,-3.0953187327055205,555.0
GRAIDE,60,8.375,0.28,12,0.0,0.0,0.0,0.0,209.0,GRAIDE,73,56,80,73,1.22,0.015549076773566569,-3.5308172095985273,590.0
GROENENDAAL,379,639.115,3.37,79,46.0,6.0,12.14,3.17,210.0,GROENENDAAL,696,178,181,696,889.65,0.18075801749271136,3.3862855184784815,43.0
GROOT-BIJGAARDEN,140,90.275,1.29,28,3.0,0.0,2.14,0.0,211.0,GROOT-BIJGAARDEN,514,101,72,514,92.8,0.047619047619047616,-2.2344344160852003,489.0
GRUPONT,110,115.785,2.11,23,9.0,2.0,8.18,4.55,212.0,GRUPONT,41,31,22,41,9.49,0.04178814382896016,-0.8487419821617044,335.0
HAACHT,165,152.135,1.84,35,9.0,2.0,5.45,1.82,213.0,HAACHT,685,166,182,685,208.42,0.06025267249757046,-1.0781232511660153,369.0
HAACHT-WIJKSPOOR,165,156.01,1.89,35,10.0,2.0,6.06,1.82,0.0,HAACHT-WIJKSPOOR,1000,300,250,1000,312.02,0.043731778425655975,-1.0551785503597553,364.0
HAALTERT,231,296.69,2.57,48,15.0,6.0,6.49,4.76,214.0,HAALTERT,457,122,130,457,271.17,0.11661807580174927,0.19029235744636075,204.0
HABAY,131,118.5,1.81,27,5.0,0.0,3.82,0.76,215.0,HABAY,46,23,30,46,10.9,0.03304178814382896,-1.9272384626042205,454.0
HAININ,78,131.39,3.37,16,8.0,1.0,10.26,2.56,216.0,HAININ,100,39,32,100,26.28,0.023323615160349854,-0.5919382604878993,297.0
HALANZY,75,56.265,1.5,15,4.0,0.0,5.33,0.0,0.0,HALANZY,1000,300,250,1000,112.53,0.01652089407191448,-2.0303321120724873,459.0
HALLE,892,1619.51,3.63,185,86.0,21.0,9.64,4.71,218.0,HALLE,9424,2018,1607,9424,30524.52,0.337220602526725,8.595914219496988,10.0
HALLE-GOEDEREN,42,62.065,2.96,11,3.0,0.0,7.14,2.38,0.0,HALLE-GOEDEREN,1000,300,250,1000,124.13,0.015549076773566569,-1.714590435141518,442.0
HAM-SUR-HEURE,73,29.365,0.8,16,2.0,0.0,2.74,0.0,219.0,HAM-SUR-HEURE,67,13,32,67,3.93,0.02040816326530612,-2.707024600150846,532.0
HAM-SUR-SAMBRE,216,286.51,2.65,48,22.0,2.0,10.19,2.31,0.0,HAM-SUR-SAMBRE,1000,300,250,1000,573.02,0.08357628765792031,0.7689533171138713,143.0
HAMBOS,165,156.385,1.9,35,9.0,2.0,5.45,1.82,0.0,HAMBOS,1000,300,250,1000,312.77,0.05150631681243926,-1.1426599904531076,378.0
HAMOIR,69,43.275,1.25,14,0.0,0.0,0.0,0.0,221.0,HAMOIR,208,65,56,208,18.0,0.026239067055393587,-3.342542232588978,564.0
HAMONT,30,8.54,0.57,6,0.0,0.0,0.0,0.0,222.0,HAMONT,171,45,121,171,2.92,0.019436345966958212,-3.627292017241653,594.0
HANSBEKE,330,201.775,1.22,68,10.0,4.0,3.03,2.12,223.0,HANSBEKE,246,62,62,246,99.27,0.20699708454810495,0.3466075594469255,188.0
HARCHIES,146,171.36,2.35,30,10.0,4.0,6.85,4.79,0.0,HARCHIES,1000,300,250,1000,342.72,0.0641399416909621,-0.7389573920870094,315.0
HARELBEKE,156,226.9,2.91,35,12.0,2.0,7.69,3.21,225.0,HARELBEKE,1076,402,436,1076,488.29,0.08649173955296405,-0.19833239680212983,251.0
HAREN,405,484.4,2.39,84,24.0,2.0,5.93,0.74,226.0,HAREN,276,25,12,276,267.39,0.14868804664723032,1.3873834319823908,96.0
HAREN-ZUID,678,1187.35,3.5,145,84.0,12.0,12.39,3.39,0.0,HAREN-ZUID,1000,300,250,1000,2374.7,0.35179786200194363,7.141467006470893,17.0
HASSELT,334,318.515,1.91,68,20.0,1.0,5.99,0.6,228.0,HASSELT,7279,2839,2777,7279,4636.94,0.20116618075801748,1.35737699862251,99.0
HATRIVAL,110,117.56,2.14,23,8.0,2.0,7.27,2.73,0.0,HATRIVAL,1000,300,250,1000,235.12,0.04178814382896016,-1.0703464752076253,365.0
HAUTE-FLONE,192,217.7,2.27,39,12.0,2.0,6.25,1.56,229.0,HAUTE-FLONE,99,26,13,99,43.1,0.11661807580174927,-0.17646262468847818,248.0
HAVERSIN,117,93.8,1.6,25,8.0,1.0,6.84,1.71,230.0,HAVERSIN,90,28,18,90,16.88,0.0728862973760933,-0.9302512253212618,350.0
HAVINNES,148,199.49,2.7,30,12.0,3.0,8.11,4.05,0.0,HAVINNES,1000,300,250,1000,398.98,0.04859086491739553,-0.49549967036445186,284.0
HAVRE,186,171.2,1.84,38,10.0,4.0,5.38,3.76,231.0,HAVRE,90,8,24,90,30.82,0.09329446064139942,-0.6974687646584989,311.0
HEIDE,175,275.56,3.15,37,16.0,2.0,9.14,1.71,232.0,HEIDE,1149,348,332,1149,633.24,0.07482993197278912,0.23583435836931416,200.0
HEIST,87,56.89,1.31,18,4.0,0.0,4.6,0.0,233.0,HEIST,414,208,258,414,47.1,0.03012633624878523,-2.0479431031644477,463.0
HEIST-OP-DEN-BERG,188,257.61,2.74,39,15.0,2.0,7.98,2.13,234.0,HEIST-OP-DEN-BERG,1744,896,762,1744,898.54,0.0641399416909621,-0.11530067431534285,242.0
HEIZIJDE,179,310.5,3.47,36,19.0,4.0,10.61,3.91,235.0,HEIZIJDE,276,42,30,276,171.4,0.07482993197278912,0.6724253340354489,150.0
HEMIKSEM,114,126.315,2.22,24,6.0,2.0,5.26,2.63,236.0,HEMIKSEM,262,42,68,262,66.19,0.04664723032069971,-1.5080431618937367,429.0
HENNUYERES,348,498.4,2.86,73,32.0,4.0,9.2,2.01,237.0,HENNUYERES,438,125,88,438,436.6,0.15451895043731778,2.042478486006987,64.0
HENNUYERES-GARAGE,348,444.565,2.55,73,30.0,4.0,8.62,2.01,0.0,HENNUYERES-GARAGE,1000,300,250,1000,889.13,0.15743440233236153,1.8404232884119316,74.0
HERENT,705,1232.615,3.5,147,81.0,13.0,11.49,3.69,238.0,HERENT,605,127,112,605,1491.46,0.3654033041788144,7.202708069800221,16.0
HERENTALS,268,341.64,2.55,55,19.0,4.0,7.09,2.61,239.0,HERENTALS,3881,1161,1115,3881,2651.81,0.10787172011661808,0.5555810584956844,168.0
HERGENRATH,107,353.785,6.61,23,17.0,6.0,15.89,10.28,240.0,HERGENRATH,43,24,15,43,30.43,0.04859086491739553,1.540826860384643,87.0
HERMALLE-SOUS-HUY,192,208.685,2.17,39,13.0,1.0,6.77,1.04,0.0,HERMALLE-SOUS-HUY,1000,300,250,1000,417.37,0.119533527696793,-0.027505220686716708,234.0
HERNE,117,247.515,4.23,24,15.0,4.0,12.82,6.84,241.0,HERNE,326,65,63,326,161.38,0.0456754130223518,0.6094111591770545,160.0
HERSEAUX,121,196.21,3.24,26,14.0,2.0,11.57,4.13,242.0,HERSEAUX,576,215,165,576,226.03,0.04081632653061224,0.18556333523066576,205.0
HERSTAL,332,248.725,1.5,69,12.0,0.0,3.61,0.0,243.0,HERSTAL,328,282,202,328,163.16,0.1360544217687075,-0.018211812666074995,232.0
HERZELE,231,291.05,2.52,48,16.0,6.0,6.93,4.76,244.0,HERZELE,459,125,133,459,267.18,0.09426627793974733,0.10268820546944092,218.0
HEUSDEN,59,71.765,2.43,12,6.0,0.0,10.17,1.69,245.0,HEUSDEN,148,64,55,148,21.24,0.019436345966958212,-0.8298550870618521,331.0
HEVER,165,164.935,2.0,35,9.0,2.0,5.45,1.82,0.0,HEVER,1000,300,250,1000,329.87,0.07482993197278912,-0.930664915414755,351.0
HEVERLEE,177,88.285,1.0,37,2.0,1.0,1.13,1.13,247.0,HEVERLEE,533,37,43,533,94.11,0.06608357628765792,-2.1764457153137364,476.0
HILLEGEM,231,269.46,2.33,48,14.0,4.0,6.06,3.03,0.0,HILLEGEM,1000,300,250,1000,538.92,0.11467444120505345,0.025570455489291974,224.0
HOBOKEN-POLDER,117,117.74,2.01,24,6.0,2.0,5.13,2.56,249.0,HOBOKEN-POLDER,344,102,89,344,81.01,0.0641399416909621,-1.393992713694339,417.0
HOEILAART,379,668.585,3.53,79,48.0,6.0,12.66,3.17,250.0,HOEILAART,234,116,113,234,312.9,0.21379980563654033,3.833673649595137,37.0
HOLLEKEN,372,390.26,2.1,75,18.0,3.0,4.84,1.61,252.0,HOLLEKEN,170,165,86,170,132.69,0.1554907677356657,0.8662960312181107,130.0
HONY,144,150.94,2.1,29,8.0,1.0,5.56,1.39,253.0,HONY,36,19,18,36,10.87,0.04664723032069971,-1.2625751653917907,397.0
HOURAING,79,127.385,3.22,16,8.0,1.0,10.13,2.53,254.0,HOURAING,144,32,25,144,36.69,0.0369290573372206,-0.5118343831785291,288.0
HOURPES,83,49.765,1.2,17,2.0,0.0,2.41,0.0,0.0,HOURPES,1000,300,250,1000,99.53,0.024295432458697766,-2.677815089467714,525.0
HOUYET,65,41.185,1.27,13,1.0,0.0,1.54,0.0,256.0,HOUYET,91,48,40,91,7.5,0.023323615160349854,-2.9997403231576287,545.0
HOVE,524,880.96,3.36,112,43.0,12.0,8.21,4.39,257.0,HOVE,523,112,150,523,921.48,0.3206997084548105,4.611911662826118,32.0
HUIZINGEN,176,198.735,2.26,36,10.0,2.0,5.68,1.7,0.0,HUIZINGEN,1000,300,250,1000,397.47,0.06316812439261418,-0.8654943160200967,339.0
HUY,197,241.985,2.46,40,14.0,2.0,7.11,2.54,259.0,HUY,2058,719,592,2058,996.01,0.1185617103984451,0.1403276757479518,209.0
IDDERGEM,149,212.21,2.85,30,12.0,2.0,8.05,2.68,260.0,IDDERGEM,177,44,45,177,75.12,0.04470359572400389,-0.5249797265605762,291.0
IDEGEM,144,196.985,2.74,29,12.0,2.0,8.33,2.78,261.0,IDEGEM,199,43,34,199,78.4,0.043731778425655975,-0.5096640997114055,287.0
IEPER,84,123.21,2.93,17,6.0,1.0,7.14,2.38,262.0,IEPER,1190,613,718,1190,293.24,0.037900874635568516,-1.2376282911598775,388.0
INGELMUNSTER,146,230.165,3.15,31,8.0,2.0,5.48,2.05,263.0,INGELMUNSTER,782,200,186,782,359.98,0.06511175898931001,-0.9772357090829669,356.0
IZEGEM,146,285.15,3.91,31,9.0,2.0,6.16,3.42,264.0,IZEGEM,1343,368,397,1343,765.91,0.0728862973760933,-0.6386734727115456,303.0
IZEGEM-SAS,146,265.51,3.64,31,8.0,2.0,5.48,3.42,0.0,IZEGEM-SAS,1000,300,250,1000,531.02,0.06899902818270165,-0.8812458996781718,342.0
JAMBES,175,115.2,1.32,37,4.0,2.0,2.29,2.29,265.0,JAMBES,1118,429,300,1118,257.59,0.08163265306122448,-1.712159945195404,441.0
JAMBES-EST,172,171.685,2.0,36,10.0,2.0,5.81,2.91,266.0,JAMBES-EST,129,44,23,129,44.29,0.0826044703595724,-0.7388066569928021,314.0
JAMIOULX,78,17.7,0.45,17,0.0,0.0,0.0,0.0,267.0,JAMIOULX,35,11,14,35,1.24,0.02040816326530612,-3.396264830869823,571.0
JAVA,192,223.335,2.33,39,12.0,2.0,6.25,1.56,0.0,JAVA,1000,300,250,1000,446.67,0.0923226433430515,-0.36358249667693726,270.0
JEMAPPES,231,330.14,2.86,47,20.0,5.0,8.66,4.33,268.0,JEMAPPES,526,210,159,526,347.31,0.10301263362487852,0.6804761672782369,149.0
JEMEPPE-FROIDMONT,45,54.77,1.22,9,2.0,0.0,4.44,0.0,0.0,JEMEPPE-FROIDMONT,1000,300,250,1000,54.77,0.001943634596695821,-2.5115889650601257,511.0
JEMEPPE-SUR-MEUSE,198,176.425,1.78,40,12.0,0.0,6.06,0.51,269.0,JEMEPPE-SUR-MEUSE,132,27,22,132,46.58,0.1000971817298348,-0.4074065192226203,277.0
JEMEPPE-SUR-SAMBRE,238,284.115,2.39,53,21.0,2.0,8.82,1.68,270.0,JEMEPPE-SUR-SAMBRE,343,200,157,343,194.9,0.11078717201166181,0.7362168845446988,145.0
JEMEPPE-SUR-SAMBRE-MARCHANDISE,220,254.215,2.31,49,18.0,2.0,8.18,1.82,0.0,JEMEPPE-SUR-SAMBRE-MARCHANDISE,1000,300,250,1000,508.43,0.14480077745383868,0.7413612158309665,144.0
JETTE,319,422.14,2.65,64,28.0,4.0,8.78,2.19,271.0,JETTE,3484,726,585,3484,2941.47,0.15160349854227406,1.7137508639757584,77.0
JURBISE,293,496.2,3.39,60,26.0,4.0,8.87,2.39,272.0,JURBISE,1596,1931,1726,1596,1583.87,0.13411078717201166,1.5705179650718022,82.0
JUSLENVILLE,64,47.49,1.48,13,1.0,0.0,1.56,0.0,273.0,JUSLENVILLE,119,37,35,119,11.3,0.010689990281827016,-3.0951992569405338,554.0
KALMTHOUT,174,249.015,2.86,37,14.0,2.0,8.05,1.72,274.0,KALMTHOUT,1016,258,287,1016,506.0,0.07191448007774538,-0.11548775327429117,244.0
KAPELLE-OP-DEN-BOS,142,148.9,2.1,29,9.0,0.0,6.34,0.7,275.0,KAPELLE-OP-DEN-BOS,452,144,140,452,134.61,0.07580174927113703,-0.8285681263748946,330.0
KAPELLEN,176,344.84,3.92,37,18.0,2.0,10.23,2.84,276.0,KAPELLEN,1412,390,437,1412,973.83,0.10787172011661808,0.9184079400473473,126.0
KAPELLEN-WIJKSPOOR,178,257.75,2.9,37,14.0,2.0,7.87,1.69,0.0,KAPELLEN-WIJKSPOOR,1000,300,250,1000,515.5,0.07482993197278912,-0.10407430819884535,241.0
KESSEL,295,342.1,2.32,60,18.0,4.0,6.1,3.05,277.0,KESSEL,443,146,141,443,303.1,0.07968901846452867,0.1331384066004391,211.0
KIEWIT,84,108.64,2.59,17,8.0,0.0,9.52,1.19,278.0,KIEWIT,670,107,219,670,145.58,0.03206997084548105,-0.7142701863766409,313.0
KIJKUIT,177,267.585,3.02,37,14.0,2.0,7.91,1.69,279.0,KIJKUIT,207,88,78,207,110.78,0.07191448007774538,-0.11538018351107177,243.0
KINKEMPOIS-RELAIS,118,15.215,0.26,24,0.0,0.0,0.0,0.0,0.0,KINKEMPOIS-RELAIS,1000,300,250,1000,30.43,0.024295432458697766,-3.1940268522797024,558.0
KNOKKE,44,21.825,0.99,9,0.0,0.0,0.0,0.0,280.0,KNOKKE,786,778,971,786,34.31,0.023323615160349854,-3.510907516815432,587.0
